Title,Beds,Location,Price,Reviews,Host
"<meta content=""Rural Retreat with Hot Tub and Woodburner"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 king bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_30346098"">Barn in Castlemorton</div>",$193 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.99 (185)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Lochside Cottage"" itemprop=""name""/>","<span class=""dir dir-ltr"">7 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_28052986"">Cottage in Stronachlachar</div>",$257 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.86 (113)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Fox Roundhouse &amp; Hot Tub @ Fron Farm Yurt Retreat"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_34894638"">Yurt in Llanboidy</div>",$208 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.98 (44)</span>",
"<meta content=""Emmetts on Exmoor, a West Country wilderness"" itemprop=""name""/>","<span class=""dir dir-ltr"">9 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_41844573"">Farm stay in Simonsbath</div>",$648 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.91 (22)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Elderflower shepherd's hut - Free Range Escapes"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 small double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_11562353"">Shepherd’s hut in Trelill</div>",$110 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.94 (318)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Superking Room- Proper B&amp;B - Pool- No Booking Fee"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 king bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_42665596"">Private room in  Little Whelnetham, Bury St Edmunds</div>",$207 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (39)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content='""Swallow Lodge""' itemprop=""name""/>","<span class=""dir dir-ltr"">6 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_29470668"">Cabin in North Yorkshire</div>",$290 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.72 (67)</span>",
"<meta content=""Yurt Nuru"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_18883011"">Yurt in Helmdon</div>",$172 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.97 (90)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Pegs Farm House 13C 9 bed  Lg Hot Tub, Slps 16+"" itemprop=""name""/>","<span class=""dir dir-ltr"">13 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_16680665"">Home in Herefordshire</div>","$1,246 per night","<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.91 (198)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Kidwelly Farmhouse B&amp;B -The Loft"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_38183307"">Private room in Kidwelly</div>",$115 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (23)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Stunning Beach House with Log Burner"" itemprop=""name""/>","<span class=""dir dir-ltr"">4 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_48713263"">Home in Bracklesham Bay</div>",$413 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.95 (55)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""The Lake  Lodge (Windermere)"" itemprop=""name""/>","<span class=""dir dir-ltr"">4 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_26674066"">Home in Cumbria</div>",$657 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.93 (164)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""57° North - Stunning Holiday Home, Isle of Skye"" itemprop=""name""/>","<span class=""dir dir-ltr"">6 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_53353121"">Vacation home in Snizort</div>",$531 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.98 (47)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Swallows Loft, The Old Vicarage"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_39386699"">Condo in Far Sawrey</div>","$176 per night, originally $201","<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.98 (109)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""The Stables, Derbyshire, Peak District"" itemprop=""name""/>","<span class=""dir dir-ltr"">7 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_27042113"">Cottage in Carsington</div>","$230 per night, originally $316","<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.72 (29)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Luxury Lakeside Lodge in Ratlinghope"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_705067947839156864"">Cabin in Ratlinghope</div>",$164 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.97 (34)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""The Pond and Stars Cabin"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_37823259"">Tiny home in Abergele</div>",$179 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.98 (249)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Traditional Log Cabin On The Lake"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 king bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_39890058"">Farm stay in Kent</div>",$152 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (252)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Shepherd's Hut, Off-Grid, Hot Tub and Beacons View"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_48165255"">Shepherd’s hut in Brecon</div>","$189 per night, originally $207","<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.97 (141)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Escape to a Romantic and Magical  Hobbit  Retreat"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 small double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_33330821"">Tiny home in Cheshire East</div>",$128 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (215)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Slowley Farm Cottage Countryside view"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 king bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_587432742142147530"">Cottage in Luxborough</div>",$127 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.97 (36)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""The Island Lodge at Little Horseshoe Lake."" itemprop=""name""/>","<span class=""dir dir-ltr"">1 king bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_27832095"">Cottage in Gloucestershire</div>","$473 per night, originally $635","<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.96 (116)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""The original Spice Bus from 1997 movie Spice World"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_36329897"">Bus in Isle of Wight</div>",$304 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.87 (215)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Idyllic Cottage in the heart of The South Downs"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_24415592"">Cottage in Haslemere</div>",$166 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.94 (377)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Luxury lodge with hot tub (Shepherd’s Rest)"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_739858374694217018"">Hut in Lancashire</div>",$179 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (4)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Balintore Castle Kitchen Wing"" itemprop=""name""/>","<span class=""dir dir-ltr"">4 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_33128295"">Castle in Angus</div>",$359 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.89 (265)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Oak-UK36258 (UK36258)"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_53090031"">Home in Llanfair Caereinion</div>","$68 per night, originally $153","<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">New</span>",
"<meta content=""Accessible Luxury Cabin, Private Hot Tub &amp; garden"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_43529115"">Tiny home in Lancashire</div>",$224 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.98 (91)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""*Charming Garden Pod* Couple/family with Hot tub"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_37353019"">Tiny home in Forton</div>",$159 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.94 (253)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Cosy Woodland Lodge with Alfresco Hot Tub"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 king bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_12224736"">Cabin in Maidstone, Kent</div>",$195 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.96 (398)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Plus</div>"
"<meta content=""The Den - Scandinavian BBQ Cabin - Lake District"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_29431390"">Hut in Cumbria</div>",$132 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.84 (538)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""The Lake District National Park Sunset Beach Cabin"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_28830969"">Tiny home in Silecroft</div>","$243 per night, originally $292","<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.92 (327)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Off-grid, Eco Tiny Home Nestled In Nature (T)"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_52170045"">Tiny home in Plush</div>",$114 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.53 (92)</span>",
"<meta content=""Cynara - Characteristic 3 bed cabin - Whitsand Bay"" itemprop=""name""/>","<span class=""dir dir-ltr"">4 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_658577869997381425"">Cabin in Millbrook</div>",$195 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.92 (12)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Pine Lodge - Lakeside Retreat"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_42621891"">Farm stay in West Wellow</div>",$195 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.92 (236)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Idyllic Cottage in the heart of The South Downs"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_24415592"">Cottage in Haslemere</div>",$166 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.94 (377)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Luxury lodge with hot tub (Shepherd’s Rest)"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_739858374694217018"">Hut in Lancashire</div>",$179 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">5.0 (4)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Balintore Castle Kitchen Wing"" itemprop=""name""/>","<span class=""dir dir-ltr"">4 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_33128295"">Castle in Angus</div>",$359 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.89 (265)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Oak-UK36258 (UK36258)"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_53090031"">Home in Llanfair Caereinion</div>","$68 per night, originally $153","<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">New</span>",
"<meta content=""Accessible Luxury Cabin, Private Hot Tub &amp; garden"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_43529115"">Tiny home in Lancashire</div>",$224 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.98 (91)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""*Charming Garden Pod* Couple/family with Hot tub"" itemprop=""name""/>","<span class=""dir dir-ltr"">2 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_37353019"">Tiny home in Forton</div>",$159 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.94 (253)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Cosy Woodland Lodge with Alfresco Hot Tub"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 king bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_12224736"">Cabin in Maidstone, Kent</div>",$195 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.96 (398)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Plus</div>"
"<meta content=""Shepherd's Hut &amp; WoodFired HotTub in The Cotswolds"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 small double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_48483634"">Shepherd’s hut in Dixton</div>",$237 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.88 (159)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""The Den - Scandinavian BBQ Cabin - Lake District"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 double bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_29431390"">Hut in Cumbria</div>",$132 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.84 (538)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""The Lake District National Park Sunset Beach Cabin"" itemprop=""name""/>","<span class=""dir dir-ltr"">3 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_28830969"">Tiny home in Silecroft</div>","$243 per night, originally $292","<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.92 (327)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Off-grid, Eco Tiny Home Nestled In Nature (T)"" itemprop=""name""/>","<span class=""dir dir-ltr"">1 bed</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_52170045"">Tiny home in Plush</div>",$114 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.53 (92)</span>",
"<meta content=""Cynara - Characteristic 3 bed cabin - Whitsand Bay"" itemprop=""name""/>","<span class=""dir dir-ltr"">4 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_658577869997381425"">Cabin in Millbrook</div>",$195 per night,"<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.92 (12)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
"<meta content=""Airstream Christmas Luxury Glamping"" itemprop=""name""/>","<span class=""dir dir-ltr"">7 beds</span>","<div class=""t1jojoys dir dir-ltr"" id=""title_48388849"">Campsite in Kent</div>","$1,661 per night","<span aria-hidden=""true"" class=""r1dxllyb dir dir-ltr"">4.97 (60)</span>","<div class=""t1mwk1n0 dir dir-ltr"">Superhost</div>"
