Name,Listing_type,Location,Rating,Host,Beds,DiscountedPrice,OriginalPrice,Latitude,Longitude,State,Country,ZipCodes,Codes
311 Vail International Condo,Entire apartment,"Lionshead, Vail",9.6,Exceptional,4,718,0,39.6422769,-106.39257066981642,Colorado,United States,81657,us
Desert Gardens #3,Entire holiday home,Moab,9.5,Exceptional,2,837,0,38.5738096,-109.546214,Utah,United States,84532,us
Spacious Modern Condo - 1st Floor - One Block to the Beach,Entire apartment,Myrtle Beach,9.7,Exceptional,3,180,0,33.6956461,-78.8900409,South Carolina,United States,29577,us
The Dawn Oceanfront Bliss on Famous Seawall Blvd,Entire apartment,"West End, Galveston",9.2,Superb,3,482,0,29.14535815,-95.04689286859056,Texas,United States,77554,us
"Villa Serenity, Pet Friendly",Entire holiday home,Panama City Beach,8.1,Very good,1,209,0,30.1765914,-85.805386,Florida,United States,32408,us
Italian Villa with Backyard - 1mi to Beach,Entire holiday home,Boynton Beach,8.0,Very good,2,259,0,26.5256179,-80.0666026,Florida,United States,33435,us
Santona Townhouse Unit 401,Entire holiday home,Hot Springs Village,9.4,Superb,2,242,0,34.6720356,-92.9987886,Arkansas,United States,71909,us
Ocean View Bahama Sands Stunning Resort,Entire apartment,"North Myrtle Beach, Myrtle Beach",8.7,Fabulous,4,230,0,33.81478475,-78.67986991215972,South Carolina,United States,29582,us
Modern Solstice near MED CTR & NRG,Entire apartment,Houston,9.0,Superb,2,264,346,29.7589382,-95.3676974,Texas,United States,77002,us
Moonlight Mesa House,Entire holiday home,Joshua Tree,9.7,Exceptional,2,640,0,34.1265262,-116.32093491214893,California,United States,92252,us
"Ocean Village Club K12, 2 Bedrooms, Sleeps 4, Heated Pool, WiFi",Entire apartment,St. Augustine,9.6,Exceptional,2,297,0,29.8946952,-81.3145395,Florida,United States,32084,us
My Home in Orlando,Entire apartment,Kissimmee,9.5,Exceptional,4,195,0,28.2918995,-81.4075838,Florida,United States,34741,us
Little Italy Lodge-2 Bedroom Stay in Bloomfield,Entire apartment,Pittsburgh,,Exceptional,1,219,0,40.4416941,-79.9900861,Pennsylvania,United States,15219,us
Little Italy Lodge-2 Bedroom Stay in Bloomfield,Entire apartment,Pittsburgh,,Exceptional,1,0,576,40.4416941,-79.9900861,Pennsylvania,United States,15219,us
Irish American INN,Entire apartment,Newport,8.9,Fabulous,3,0,1093,41.4899827,-71.3137707,Rhode Island,United States,,us
Forest Glen,Entire holiday home,Big Bear Lake,9.5,Exceptional,2,0,429,34.2440587,-116.91018,California,United States,92315,us
Somewhere over the Rainbow Loft with AC Hilo,Entire holiday home,Hilo,9.5,Exceptional,3,0,657,19.7073734,-155.08158,Hawaii,United States,96720,us
Riverfront Mountain Cottage Retreat,Entire vill,Estes Park,9.9,Exceptional,3,0,0,40.369766,-105.54968963482818,Colorado,United States,80517,us
Crossett Hill Lodge,Entire holiday home,Duxbury,9.6,Exceptional,4,0,0,42.0417695,-70.672259,Massachusetts,United States,02332,us
"Spacious 2BR Retreat, Blocks to the Beach & Dining, 92 Walk Score, Gated Parking",Entire apartment,Oceanside,9.0,Superb,2,0,0,33.1958696,-117.3794834,California,United States,92054,us
Rustic Clint Eastwood Ranch Apt by Raystown Lake,Entire holiday home,Huntingdon,8.2,Very good,3,0,0,40.3446332,-78.0281185,Pennsylvania,United States,16622,us
"Close to CLE airport (3-2c), ideal for long stays!",Entire apartment,Fairview Park,9.0,Superb,4,0,0,41.4461727,-81.8526519,Ohio,United States,44126,us
Stylish 2BR 3BA CozySuites on the Boardwalk,Entire apartment,Atlantic City,8.9,Fabulous,5,0,0,39.3642852,-74.4229351,New Jersey,United States,08402,us
"Oceanfront beach, sky, & dolphins",Entire apartment,"Virginia Beach Boardwalk, Virginia Beach",9.7,Exceptional,4,0,0,36.84363895,-75.97089101547536,Virginia,United States,23451,us
Two-Bedroom Townhome 103F at The Pointe,Entire apartment,Frisco,,Exceptional,3,0,0,33.1506744,-96.8236116,Texas,United States,75034,us
"SnowDogs Condo, Walk to Quicksilver Lift and Main St",Entire apartment,"Peak 9, Breckenridge",,Exceptional,5,0,0,42.6368598,-82.9687936,Michigan,United States,48044,us
Myrtlewood Golf Resort Condo with Pool Access,Entire apartment,Myrtle Beach,,Exceptional,3,0,0,33.6956461,-78.8900409,South Carolina,United States,29577,us
Hosteeva Atlantica Oceanview Condo,Entire apartment,Myrtle Beach,7.5,Good,5,0,0,33.6956461,-78.8900409,South Carolina,United States,29577,us
New Luxury Loft #17 Near Resort With Huge Hot Tub & Views - FREE Activities & Equipment Rentals Daily,Entire holiday home,Winter Park,9.4,Superb,5,0,0,28.5977707,-81.3510264,Florida,United States,32789,us
Galveston Beach House with Private Deck and Gulf Views,Entire holiday home,"West End, Galveston",9.5,Exceptional,3,0,0,29.14535815,-95.04689286859056,Texas,United States,77554,us
"DOUBLE Master Suites Condo Near MED CTR, NRG Arena 2",Entire apartment,"Medical Center, Houston",8.0,Very good,2,0,0,29.7026477,-95.39593537088199,Texas,United States,77030,us
Mon Chateau,Entire holiday home,Peoria,9.3,Superb,3,0,0,40.6938609,-89.5891008,Illinois,United States,61602,us
Bold Boardwalk 2BR 3BA Condo by CozySuites,Entire apartment,Atlantic City,8.6,Fabulous,5,0,0,39.3642852,-74.4229351,New Jersey,United States,08402,us
Whiffletree G1,Entire apartment,Killington,7.0,Good,5,0,0,43.67433,-72.7784445,Vermont,United States,05751,us
Scenic Retreat-1772 by Big Bear Vacations,Entire holiday home,Big Bear Lake,8.7,Fabulous,3,0,358,34.2440587,-116.91018,California,United States,92315,us
Charming Ocean-view Condo at Ocean Pier 3,Entire apartment,"North Myrtle Beach, Myrtle Beach",9.3,Superb,3,0,0,33.81478475,-78.67986991215972,South Carolina,United States,29582,us
Laketown Wharf Resort 631 By ZIA,Entire apartment,Panama City Beach,8.8,Fabulous,4,0,346,30.1765914,-85.805386,Florida,United States,32408,us
Play Chalet (MCA 489),Entire holiday home,Manzanita,9.0,Superb,8,0,0,45.718616,-123.9350384,Oregon,United States,97130,us
Briarstone Lodge Condo 13C,Entire apartment,Pigeon Forge,9.0,Superb,8,0,0,35.7884241,-83.5543329,Tennessee,United States,37863,us
Catalina Retreat,Entire holiday home,Big Bear Lake,,Exceptional,4,0,0,34.2440587,-116.91018,California,United States,92315,us
The Fox Paw,Entire holiday home,Big Bear Lake,8.0,Very good,4,0,0,34.2440587,-116.91018,California,United States,92315,us
Anglers Reef Paradise,Entire holiday home,Islamorada,9.2,Superb,4,0,0,24.9236561,-80.6291479,Florida,United States,33036,us
Holden Beach Your Way,Entire holiday home,Holden Beach,8.5,Very good,3,0,266,33.9135061,-78.3038892,North Carolina,United States,28462,us
Laytons Loft Bed and Breakfast,Entire holiday home,Manti,9.0,Superb,2,0,0,39.2682951,-111.6368627,Utah,United States,84642,us
Cabin Chic,Entire holiday home,Big Bear City,9.0,Superb,3,0,0,34.267886,-116.84859785319148,California,United States,92314,us
Moonridge Mountain by Big Bear Cool Cabins,Entire holiday home,Big Bear Lake,9.0,Superb,2,0,0,34.2440587,-116.91018,California,United States,92315,us
"Modern Ski Chalet, 10mins to Skiing, Hot Tub & Mountain Views",Entire chalet,Whitefish,,Exceptional,3,0,0,48.450293,-114.33828531635987,Montana,United States,59937,us
"The WILLA on 7th, located in Downtown BENTONVILLE!",Entire holiday home,Bentonville,9.3,Superb,4,0,0,36.3728538,-94.2088172,Arkansas,United States,72712,us
Vacation Bliss LLC,Entire vill,Hilton Head Island,8.6,Fabulous,3,0,0,32.1618488,-80.7512616,South Carolina,United States,29928,us
Pans Abode,Entire holiday home,Manzanita,7.5,Good,2,0,0,45.718616,-123.9350384,Oregon,United States,97130,us
Feel at Home a 3 Minute Walk from the Beach,Entire holiday home,"North Myrtle Beach, Myrtle Beach",8.9,Fabulous,2,0,0,33.81478475,-78.67986991215972,South Carolina,United States,29582,us
"Bright & Airy 2BR, 3 Blocks From The Beach",Entire apartment,Ventnor City,7.2,Good,1,0,0,39.3405045,-74.4773916,New Jersey,United States,08406,us
Beachfront 2BR 3BA Condo CozySuites at Showboat,Entire apartment,Atlantic City,7.9,Good,5,0,0,39.3642852,-74.4229351,New Jersey,United States,08402,us
Two Bedroom Apartment at the Palace Resort,Entire apartment,Myrtle Beach,7.5,Good,4,0,0,33.6956461,-78.8900409,South Carolina,United States,29577,us
Phillips Historic Motel & Cottages,Entire bungalow,Robbinsville,7.9,Good,4,0,0,35.3227597,-83.8069988,North Carolina,United States,28771,us
Luxurious Penthouse with huge Gameroom with over 4000 games,Entire apartment,"South Loop, Chicago",7.7,Good,5,0,0,41.8617846,-87.6261213,Illinois,United States,60605,us
Centrally Located Coffee Bar & Comfort 3,Entire apartment,Fairbanks,7.6,Good,1,0,0,64.837845,-147.716675,Alaska,United States,99703,us
Honey Bear by Big Bear Cool Cabins,Entire holiday home,Big Bear Lake,7.5,Good,3,0,0,34.2440587,-116.91018,California,United States,92315,us
Wild West Retreat with Backyard - 1mi to Beach,Entire holiday home,Boynton Beach,8.8,Fabulous,2,0,0,26.5256179,-80.0666026,Florida,United States,33435,us
Halo Oasis - Perfect for your Surf City Getaway! condo,Entire apartment,Surf City,9.3,Superb,1,0,0,39.6587349,-74.168292,New Jersey,United States,08008,us
His Promises Cabin,Entire chalet,Pigeon Forge,9.6,Exceptional,3,0,0,35.7884241,-83.5543329,Tennessee,United States,37863,us
Moondrifter 506 By ZIA,Entire apartment,Panama City Beach,8.8,Fabulous,4,136,0,30.1765914,-85.805386,Florida,United States,32408,us
Red Roof,Entire holiday home,Stanley,8.3,Very good,2,464,0,-51.6950575,-57.8491693,,Falkland Islands,,fk
Crystal Tower 904,Entire apartment,Gulf Shores,8.6,Fabulous,3,253,0,30.2711224,-87.6893826,Alabama,United States,36542,us
Briarstone Lodge Condo 13C,Entire apartment,Pigeon Forge,9.0,Superb,8,365,0,35.7884241,-83.5543329,Tennessee,United States,37863,us
Catalina Retreat,Entire holiday home,Big Bear Lake,,Exceptional,4,663,0,34.2440587,-116.91018,California,United States,92315,us
West NewYork NJ Cozy 2bed apt backyard to stay,Entire apartment,West New York,,Exceptional,3,609,0,40.7856117,-74.0093129,New Jersey,United States,07093,us
The Fox Paw,Entire holiday home,Big Bear Lake,8.0,Very good,4,1115,0,34.2440587,-116.91018,California,United States,92315,us
Anglers Reef Paradise,Entire holiday home,Islamorada,9.2,Superb,4,843,0,24.9236561,-80.6291479,Florida,United States,33036,us
Holden Beach Your Way,Entire holiday home,Holden Beach,8.5,Very good,3,265,0,33.9135061,-78.3038892,North Carolina,United States,28462,us
Laytons Loft Bed and Breakfast,Entire holiday home,Manti,9.0,Superb,2,178,0,39.2682951,-111.6368627,Utah,United States,84642,us
Cabin Chic,Entire holiday home,Big Bear City,9.0,Superb,3,342,0,34.267886,-116.84859785319148,California,United States,92314,us
Moonridge Mountain by Big Bear Cool Cabins,Entire holiday home,Big Bear Lake,9.0,Superb,2,682,0,34.2440587,-116.91018,California,United States,92315,us
A Humble Hilltop Hideaway,Entire holiday home,Big Bear City,8.7,Fabulous,2,466,0,34.267886,-116.84859785319148,California,United States,92314,us
"Modern Ski Chalet, 10mins to Skiing, Hot Tub & Mountain Views",Entire chalet,Whitefish,,Exceptional,3,312,0,48.450293,-114.33828531635987,Montana,United States,59937,us
"The WILLA on 7th, located in Downtown BENTONVILLE!",Entire holiday home,Bentonville,9.3,Superb,4,388,0,36.3728538,-94.2088172,Arkansas,United States,72712,us
Vacation Bliss LLC,Entire vill,Hilton Head Island,8.6,Fabulous,3,325,0,32.1618488,-80.7512616,South Carolina,United States,29928,us
Pans Abode,Entire holiday home,Manzanita,7.5,Good,2,363,0,45.718616,-123.9350384,Oregon,United States,97130,us
Feel at Home a 3 Minute Walk from the Beach,Entire holiday home,"North Myrtle Beach, Myrtle Beach",8.9,Fabulous,2,203,0,33.81478475,-78.67986991215972,South Carolina,United States,29582,us
"Bright & Airy 2BR, 3 Blocks From The Beach",Entire apartment,Ventnor City,7.2,Good,1,112,0,39.3405045,-74.4773916,New Jersey,United States,08406,us
Beachfront 2BR 3BA Condo CozySuites at Showboat,Entire apartment,Atlantic City,7.9,Good,5,228,0,39.3642852,-74.4229351,New Jersey,United States,08402,us
Two Bedroom Apartment at the Palace Resort,Entire apartment,Myrtle Beach,7.5,Good,4,335,0,33.6956461,-78.8900409,South Carolina,United States,29577,us
Phillips Historic Motel & Cottages,Entire bungalow,Robbinsville,7.9,Good,4,702,0,35.3227597,-83.8069988,North Carolina,United States,28771,us
Luxurious Penthouse with huge Gameroom with over 4000 games,Entire apartment,"South Loop, Chicago",7.7,Good,5,1486,0,41.8617846,-87.6261213,Illinois,United States,60605,us
Centrally Located Coffee Bar & Comfort 3,Entire apartment,Fairbanks,7.6,Good,1,295,0,64.837845,-147.716675,Alaska,United States,99703,us
Honey Bear by Big Bear Cool Cabins,Entire holiday home,Big Bear Lake,7.5,Good,3,453,238,34.2440587,-116.91018,California,United States,92315,us
Wild West Retreat with Backyard - 1mi to Beach,Entire holiday home,Boynton Beach,8.8,Fabulous,2,260,310,26.5256179,-80.0666026,Florida,United States,33435,us
Halo Oasis - Perfect for your Surf City Getaway! condo,Entire apartment,Surf City,9.3,Superb,1,204,0,39.6587349,-74.168292,New Jersey,United States,08008,us
His Promises Cabin,Entire chalet,Pigeon Forge,9.6,Exceptional,3,493,525,35.7884241,-83.5543329,Tennessee,United States,37863,us
Alpine Haus by Big Bear Cool Cabins,Entire holiday home,Big Bear Lake,7.8,Good,3,620,286,34.2440587,-116.91018,California,United States,92315,us
Two-Bedroom Mountainside Condo E259,Entire apartment,Frisco,8.7,Fabulous,3,335,0,33.1506744,-96.8236116,Texas,United States,75034,us
"Villa Paradise, Pet Friendly",Entire holiday home,Panama City Beach,9.1,Superb,1,209,250,30.1765914,-85.805386,Florida,United States,32408,us
Crystal Shores Unit 1 - Relaxing Ocean Front Condo with Breathtaking Views condo,Entire apartment,Kure Beach,8.5,Very good,1,332,238,33.9968399,-77.9072081,North Carolina,United States,28449,us
Atlantica Towers Condo w Balcony by Hosteeva,Entire apartment,Myrtle Beach,7.4,Good,3,226,708,33.6956461,-78.8900409,South Carolina,United States,29577,us
Frank's Landing,Entire holiday home,Topton,9.8,Exceptional,6,386,397,40.5034284,-75.7013027,Pennsylvania,United States,19562,us
"Catskills Cottage By The Lake, Sullivan County",Entire vill,Rock Hill,9.0,Superb,1,253,367,34.9248667,-81.0250784,South Carolina,United States,29731,us
Elegant 2-bedroom pet-friendly villa w 2 parking spaces,Entire apartment,Hilton Head Island,9.2,Superb,4,247,0,32.1618488,-80.7512616,South Carolina,United States,29928,us
Grandpas Axe-1775 by Big Bear Vacations,Entire holiday home,Big Bear Lake,,Exceptional,3,333,291,34.2440587,-116.91018,California,United States,92315,us
"#2 bedroom cozy SUITE, 1 min walk to the beach #",Entire apartment,Bullhead City,,Exceptional,4,192,0,35.1477774,-114.568298,Arizona,United States,86429,us
Lux Oceanfront villa with breathtaking views!,Entire apartment,Avalon,8.2,Very good,3,874,0,33.34221,-118.3272612,California,United States,90704,us
Downtown Charlevoix Duplex half Mi to Lake Michigan,Entire holiday home,Charlevoix,9.0,Superb,2,291,0,45.202075,-84.9676387,Michigan,United States,,us
The Viking (MCA 410),Entire holiday home,Manzanita,7.5,Good,2,321,278,45.718616,-123.9350384,Oregon,United States,97130,us
Coy Cottage,Entire holiday home,Big Bear City,8.2,Very good,3,682,0,34.267886,-116.84859785319148,California,United States,92314,us
Two-Bedroom Cabin in Frisco,Entire holiday home,Frisco,9.0,Superb,6,504,665,33.1506744,-96.8236116,Texas,United States,75034,us
5 O' Clock Somewhere Cabin,Entire holiday home,Pigeon Forge,9.0,Superb,4,1405,299,35.7884241,-83.5543329,Tennessee,United States,37863,us
Spacious Boardwalk 2BR 3BA Condo by CozySuites,Entire apartment,Atlantic City,8.4,Very good,5,228,300,39.3642852,-74.4229351,New Jersey,United States,08402,us
The Dusty Rose Château.,Entire holiday home,"East End, Galveston",9.3,Superb,3,0,422,29.3046766,-94.7882922,Texas,United States,77550,us
Sweet Dreams,Entire holiday home,Dauphin Island,9.2,Superb,3,0,537,30.2542022,-88.1124817,Alabama,United States,36528,us
Bear Retreat,Entire holiday home,Big Bear Lake,,Exceptional,4,0,328,34.2440587,-116.91018,California,United States,92315,us
Little Big Pine,Entire holiday home,Big Bear Lake,8.9,Fabulous,3,0,163,34.2440587,-116.91018,California,United States,92315,us
"The TreeHouse - Rocking Chair Deck with Hot Tub below, Walking Distance to Downtown Helen, Sleeps 5",Entire holiday home,Helen,9.4,Superb,3,0,556,34.7009043,-83.7294546,Georgia,United States,30545,us
Hosteeva Beachfront Condo With Private Balcony,Entire apartment,Myrtle Beach,7.3,Good,4,0,519,33.6956461,-78.8900409,South Carolina,United States,29577,us
Pine Mountain State Resort Park,2 entire holiday home,Pineville,8.6,Fabulous,2,0,441,36.7620301,-83.6949176,Kentucky,United States,40977,us
Boardwalk 983,Entire apartment,Gulf Shores,8.7,Fabulous,4,0,430,30.2711224,-87.6893826,Alabama,United States,36542,us
Village Hideaway,Entire holiday home,Big Bear Lake,7.8,Good,3,0,561,34.2440587,-116.91018,California,United States,92315,us
"Island North 4A - Incredible ocean views, quiet and relaxing, located near Freeman Park condo",Entire apartment,Carolina Beach,8.5,Very good,1,0,0,34.0351727,-77.8935966,North Carolina,United States,28428,us
Pelican Beach Resort by Tufan,Entire apartment,Destin,8.8,Fabulous,4,0,388,30.3935337,-86.4957834,Florida,United States,32540,us
Hawk Haven- Blue Ridge,Entire chalet,Morganton,9.6,Exceptional,4,0,494,35.7454291,-81.6870837,North Carolina,United States,,us
Bear Country Cabin,Entire holiday home,Big Bear City,7.6,Good,3,0,308,34.267886,-116.84859785319148,California,United States,92314,us
Mi Casa Es Su Casa,Entire holiday home,Big Bear Lake,9.0,Superb,4,0,427,34.2440587,-116.91018,California,United States,92315,us
Lake Chelan Resort Condo Pool and Hot Tub Access!,Entire apartment,Manson,8.5,Very good,2,0,263,42.5291439,-94.5341421,Iowa,United States,50563,us
Cottage near Overton Park W/ 5 Large Beds and SOFA,Entire holiday home,"University District, Memphis",9.5,Exceptional,6,0,537,35.1393168,-90.0313529,Tennessee,United States,38163,us
808 BUDDHA 1 Block to the Ocean Paradise Cliffs Central Location 2 Bedrooms Plus Loft 3 Separate Sleeping Areas,Entire holiday home,Keaau,9.4,Superb,5,0,262,19.6225209,-155.0390436,Hawaii,United States,96749,us
"Sand Pebbles A17 - Relax and unwind, Feel the sun on your shoulders and the ocean breezes in your hair, condo",Entire apartment,Carolina Beach,7.0,Good,1,0,405,34.0351727,-77.8935966,North Carolina,United States,28428,us
Thunder Island 75B condo,Entire apartment,"Midtown, Ocean City",8.5,Very good,1,0,334,38.3926679,-75.06488315,Maryland,United States,21842,us
Silverado I Building B Unit 204,Entire holiday home,Winter Park,8.6,Fabulous,2,0,183,28.5977707,-81.3510264,Florida,United States,32789,us
Charming Canyon Lake Cottage with Pool and BBQ Pit!,Entire holiday home,Canyon Lake,8.0,Very good,3,0,429,33.6836539,-117.262615,California,United States,92587,us
Boardwalk 2BR 3BA Condo by CozySuites,Entire apartment,Atlantic City,7.4,Good,5,0,163,39.3642852,-74.4229351,New Jersey,United States,08402,us
Bountyland Cottage - Lake Keowee - Mountains - Clemson University,Entire holiday home,Seneca,9.0,Superb,3,0,372,41.1343702,-83.1194199,Ohio,United States,,us
Greek Villa Vibes with Backyard - 1mi to Beach,Entire holiday home,Boynton Beach,8.6,Fabulous,3,0,240,26.5256179,-80.0666026,Florida,United States,33435,us
Sand of Time Cottage cottage,Entire holiday home,"East End, Galveston",,Exceptional,4,255,0,29.3046766,-94.7882922,Texas,United States,77550,us
24B Powder Run condo,Entire apartment,"Deer Valley, Park City",,Exceptional,3,494,0,40.6382306,-111.4770619,Utah,United States,84060,us
539 Bay Street,Entire apartment,Traverse City,9.6,Exceptional,4,261,0,44.7606441,-85.6165301,Michigan,United States,49684,us
Hosteeva 2-BR Oceanfront Views w Pool Atlantica Towers Condo,Entire apartment,Myrtle Beach,7.1,Good,3,198,0,33.6956461,-78.8900409,South Carolina,United States,29577,us
New Luxury Loft #1 Near Resort With Huge Hot Tub & Views -FREE Activities & Equipment Rentals Daily,Entire holiday home,Winter Park,9.5,Exceptional,5,393,0,28.5977707,-81.3510264,Florida,United States,32789,us
Cabool Cottage,Entire holiday home,Cabool,9.8,Exceptional,1,297,0,37.123941,-92.1012678,Missouri,United States,65689,us
Mountain Bliss by Big Bear Cool Cabins,Entire holiday home,Big Bear City,8.2,Very good,4,743,0,34.267886,-116.84859785319148,California,United States,92314,us
2BR Condo On The Boardwalk with 3 Baths CozySuites,Entire apartment,Atlantic City,7.0,Good,5,228,0,39.3642852,-74.4229351,New Jersey,United States,08402,us
Mountain View Near Sedona for 6-8,Entire holiday home,Cottonwood,,Exceptional,4,292,0,44.019068,-95.1658845,Minnesota,United States,56145,us
Lazy Days Cottage - Amazing Views and Great Location! home,Entire holiday home,"East End, Galveston",8.0,Very good,4,306,0,29.3046766,-94.7882922,Texas,United States,77550,us
Bay Colony 773 - Upper,Entire apartment,Nisswa,9.5,Exceptional,4,380,0,46.5205224,-94.288609,Minnesota,United States,56468,us
Mount Royal Townhome,Entire apartment,Frisco,8.0,Very good,3,337,0,33.1506744,-96.8236116,Texas,United States,75034,us
2BR 3BA Beachfront Condo CozySuites at Showboat,Entire apartment,Atlantic City,8.2,Very good,5,228,0,39.3642852,-74.4229351,New Jersey,United States,08402,us
Amazing Kaison's Condo,Entire apartment,Salt Lake City,9.1,Superb,4,731,0,40.7596198,-111.886797,Utah,United States,84111,us
Sea Fever - Newly renovated OCEANFRONT second floor condo! Sunrises and sweeping views! condo,Entire apartment,Carolina Beach,7.5,Good,1,332,0,34.0351727,-77.8935966,North Carolina,United States,28428,us
CozySuites Beachfront 2BR 3BA Condo,Entire apartment,Atlantic City,8.5,Very good,5,228,0,39.3642852,-74.4229351,New Jersey,United States,08402,us
Vista Pines-234 by Big Bear Vacations,Entire holiday home,Big Bear Lake,8.0,Very good,3,268,0,34.2440587,-116.91018,California,United States,92315,us
Bay Colony 766 - lower,Entire apartment,Nisswa,9.5,Exceptional,4,383,0,46.5205224,-94.288609,Minnesota,United States,56468,us
Reel'Em Inn Condo,Entire apartment,Branson,8.5,Very good,2,236,0,36.6411357,-93.2175285,Missouri,United States,65616,us
"Panoramic Water Views , cozy house in Henniker ,NH",Entire holiday home,Henniker,7.7,Good,1,624,0,43.179645,-71.822433,New Hampshire,United States,03242,us
Romantic Getaway - 2 BR Condo At Sugar Top Mountain With Mountain Views! condo,Entire apartment,Sugar Mountain,8.5,Very good,1,401,0,44.2703396,-74.9599167,New York,United States,,us
Surfside 119,Entire apartment,Corpus Christi,,Exceptional,4,370,0,27.7635302,-97.4033191,Texas,United States,78404,us
Pathway to the Sea C202,Entire apartment,Corpus Christi,8.8,Fabulous,3,484,0,27.7635302,-97.4033191,Texas,United States,78404,us
Base Village Ski In-Out Luxury Condo #4375 Huge Hot Tub & Great Views - FREE Activities & Equipment Rentals Daily,Entire holiday home,Winter Park,7.0,Good,3,393,0,28.5977707,-81.3510264,Florida,United States,32789,us
Twin Bear,Entire holiday home,Sugarloaf,,Exceptional,3,496,0,-36.17525415,175.1122321367032,Auckland,New Zealand/Aotearoa,0991,nz
Seaside Cottage Close to The Beach,Entire apartment,Gulf Shores,9.7,Exceptional,4,249,0,30.2711224,-87.6893826,Alabama,United States,36542,us
Luxury Pet Friendly Home In Houston Near All Downtown Attractions - 2707B,Entire apartment,Houston,8.5,Very good,3,419,0,29.7589382,-95.3676974,Texas,United States,77002,us
Pleasant Hollow cabin,Entire holiday home,Pigeon Forge,8.0,Very good,3,339,0,35.7884241,-83.5543329,Tennessee,United States,37863,us
Colony Club F3 condo,Entire apartment,Gulf Shores,8.0,Very good,2,152,0,30.2711224,-87.6893826,Alabama,United States,36542,us
Memory Maker Cabin,Entire holiday home,Sugarloaf,9.7,Exceptional,3,527,0,-36.17525415,175.1122321367032,Auckland,New Zealand/Aotearoa,0991,nz
Natural Bridge State Resort Park,2 entire holiday home,Slade,8.1,Very good,2,356,0,51.1944104,-4.1319121,England,United Kingdom,EX34 8LH,gb
Lakefront Lago Vista Condo with Resort Amenities,Entire apartment,Lago Vista,7.4,Good,4,255,0,30.4601975,-97.9883477,Texas,United States,78645,us
Ariel Dunes by TS,Entire apartment,"Miramar Beach, Destin",,Exceptional,3,1487,0,30.3776819,-86.3415734,Florida,United States,32550,us
Little Bear-1079 by Big Bear Vacations,Entire holiday home,Big Bear Lake,8.0,Very good,2,251,0,34.2440587,-116.91018,California,United States,92315,us
Private Golden Fox Cabin,Entire holiday home,Gatlinburg,9.0,Superb,1,383,0,35.714259,-83.5101638,Tennessee,United States,37738,us
EcoModMtn Stunning Mountain Views,Entire holiday home,Young Harris,,Exceptional,2,513,0,34.9331453,-83.8471223,Georgia,United States,30582,us
SeaCrest 514 condo,Entire apartment,Fort Walton Beach,9.0,Superb,3,331,0,30.4057552,-86.618842,Florida,United States,32548,us
River Place on the Clinch,Entire bungalow,Kyles Ford,8.7,Fabulous,4,555,0,36.5700701,-83.0418742,Tennessee,United States,37765,us
Massanutten's Woodstone Meadows by TripForth,Entire apartment,McGaheysville,8.5,Very good,4,236,0,38.3712399,-78.7322449,Virginia,United States,22840,us
Village by the Beach B919K,Entire vill,Corpus Christi,9.0,Superb,1,819,0,27.7635302,-97.4033191,Texas,United States,78404,us
City View & Poolview Apartment with full kitchen apts,Entire apartment,Houston,8.0,Very good,3,169,0,29.7589382,-95.3676974,Texas,United States,77002,us
Bay Colony- Unit 764 - Lower,Entire apartment,Nisswa,,Exceptional,4,412,0,46.5205224,-94.288609,Minnesota,United States,56468,us
Lakes of the North Home on Snowmobile and ATV Trail!,Entire holiday home,Mancelona,,Exceptional,2,277,0,44.902229,-85.060885,Michigan,United States,,us
Cabin #2 - M Den cabin,Entire holiday home,Carp Lake,9.0,Superb,3,309,0,45.697234,-84.750049,Michigan,United States,49718,us
Smoky Mountain Moondance,Entire holiday home,Bryson City,9.7,Exceptional,1,0,0,35.4309291,-83.447381,North Carolina,United States,28713,us
Jay Peak Village Homes,Entire apartment,Jay,9.0,Superb,5,0,0,40.4370864,-85.0212356,Indiana,United States,47371,us
Mimi's Cabin,Entire chalet,Squaw Valley,8.0,Very good,2,0,0,36.7402261,-119.246785,California,United States,93675,us
Unplugged Mountain Retreat,Entire holiday home,Ellijay,8.5,Very good,3,0,0,34.6950278,-84.4827394,Georgia,United States,30540,us
Pioneer Condominiums,Entire apartment,Bogus Basin,7.0,Good,5,0,0,39.292953,-120.375802,California,United States,95728,us
Luxury Holistic Oasis by Bayshore/Hyde Park/SoHo,Entire holiday home,Tampa,,Exceptional,2,0,0,27.9477595,-82.458444,Florida,United States,,us
Cora Lee Gulfview by Padre Getaways,Entire apartment,South Padre Island,9.2,Superb,3,0,408,26.1036887,-97.1646938,Texas,United States,78597,us
"Crown Point Owners Association, a VRI resort",Entire apartment,Ruidoso,9.0,Superb,4,0,246,33.3315804,-105.6730991,New Mexico,United States,88345,us
Hungry Horse Cabin with Patio and Fire Pit-Near Glacier,Entire holiday home,Hungry Horse,7.5,Good,2,0,0,48.382564,-114.05596460903769,Montana,United States,59926,us
StackRock Cabin in Blue Ridge Mountains,Entire holiday home,Ellijay,9.7,Exceptional,3,0,0,34.6950278,-84.4827394,Georgia,United States,30540,us
Gorgeous Oceanfront villa with Panoramic views!!!,Entire apartment,Avalon,9.2,Superb,3,0,0,33.34221,-118.3272612,California,United States,90704,us
Skyleaf,Entire apartment,Sugar Mountain,7.9,Good,3,0,0,44.2703396,-74.9599167,New York,United States,,us
